Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,new_feature
5781,US-2016-159513,02/04/2016,09/04/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,95830.0
5782,CA-2016-155586,12/12/2016,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21,101710.0
5783,CA-2016-155586,12/12/2016,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,101711.0
5784,CA-2016-155586,12/12/2016,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,101712.0
5785,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,103262.0
5786,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,103263.0
5787,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,103264.0
5788,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144,103265.0
5789,CA-2018-115070,10/04/2018,14/04/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,12.32,38005.0
5790,CA-2018-115070,10/04/2018,14/04/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,38006.0
5791,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,99100.0
5792,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,99101.0
5793,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,99102.0
5794,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,99103.0
5795,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,99104.0
5796,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,15807.0
5797,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,15808.0
5798,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9,15809.0
5799,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,15810.0
5800,CA-2015-166716,20/08/2015,25/08/2015,Second Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,66410.0
5801,CA-2015-123225,11/07/2015,14/07/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,85708.0
5802,CA-2015-123225,11/07/2015,14/07/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368,85709.0
5803,CA-2016-163440,22/03/2016,24/03/2016,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360.0,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,97163.0
5804,US-2018-106796,12/05/2018,19/05/2018,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,10.272,51307.0
5805,CA-2018-113873,13/11/2018,19/11/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,81025.0
5806,CA-2018-113873,13/11/2018,19/11/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220.0,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992,81026.0
5807,CA-2017-149783,04/09/2017,07/09/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,43725.0
5808,CA-2017-149783,04/09/2017,07/09/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,43726.0
5809,CA-2017-149783,04/09/2017,07/09/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,43727.0
5810,CA-2017-125017,06/02/2017,11/02/2017,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421.0,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,43231.0
5811,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52,97848.0
5812,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,97849.0
5813,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,97850.0
5814,CA-2016-150196,02/07/2016,03/07/2016,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024.0,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,15838.0
5815,US-2016-106495,15/06/2016,17/06/2016,First Class,AC-10450,Amy Cox,Consumer,United States,Tampa,Florida,33614.0,South,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672,39429.0
5816,CA-2015-124730,26/11/2015,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96,19317.0
5817,CA-2015-124730,26/11/2015,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912,19318.0
5818,CA-2015-124730,26/11/2015,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088,19319.0
5819,CA-2015-124730,26/11/2015,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15,19320.0
5820,CA-2015-124730,26/11/2015,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,19321.0
5821,CA-2018-117632,12/05/2018,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,99943.0
5822,CA-2018-117632,12/05/2018,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,99944.0
5823,CA-2018-117632,12/05/2018,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,99945.0
5824,CA-2018-117632,12/05/2018,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168,99946.0
5825,CA-2015-115056,02/05/2015,02/05/2015,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,49054.0
5826,CA-2018-161067,03/09/2018,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,15861.0
5827,CA-2018-161067,03/09/2018,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801,15862.0
5828,CA-2018-161067,03/09/2018,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,181.764,15863.0
5829,CA-2018-161067,03/09/2018,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,15864.0
5830,CA-2017-122063,03/12/2017,07/12/2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374.0,Central,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,581.96,53204.0
5831,CA-2017-122063,03/12/2017,07/12/2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374.0,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98,53205.0
5832,CA-2016-111206,18/07/2016,22/07/2016,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105.0,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96,97937.0
5833,CA-2017-142895,21/07/2017,26/07/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,33860.0
5834,CA-2017-142895,21/07/2017,26/07/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027.0,South,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",363.92,33861.0
5835,CA-2016-101868,09/06/2016,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2,39013.0
5836,CA-2016-101868,09/06/2016,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52,39014.0
5837,CA-2016-101868,09/06/2016,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,72.6,39015.0
5838,CA-2018-133207,27/11/2018,03/12/2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568,95874.0
5839,CA-2016-132948,27/03/2016,03/04/2016,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115.0,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,103954.0
5840,CA-2016-134992,22/09/2016,26/09/2016,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204.0,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32.4,28044.0
5841,CA-2016-134992,22/09/2016,26/09/2016,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204.0,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98,28045.0
5842,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968,97947.0
5843,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9,97948.0
5844,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,97949.0
5845,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21,97950.0
5846,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,32.4,97951.0
5847,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,97952.0
5848,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,97953.0
5849,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,60962.0
5850,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,795.51,60963.0
5851,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,60964.0
5852,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,74.76,60965.0
5853,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,60966.0
5854,US-2015-138835,10/09/2015,14/09/2015,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464.0,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64,29318.0
5855,CA-2016-112214,05/08/2016,11/08/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,81075.0
5856,CA-2016-112214,05/08/2016,11/08/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,23.04,81076.0
5857,CA-2016-112214,05/08/2016,11/08/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.362,81077.0
5858,CA-2016-112214,05/08/2016,11/08/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220.0,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,81078.0
5859,US-2018-153255,03/09/2018,07/09/2018,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Concord,California,94521.0,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,100380.0
5860,CA-2016-108119,01/11/2016,08/11/2016,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032.0,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96,77892.0
5861,CA-2016-157434,29/04/2016,04/05/2016,Second Class,JK-15640,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968,24981.0
5862,CA-2017-101525,01/05/2017,04/05/2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92,78071.0
5863,CA-2017-101525,01/05/2017,04/05/2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,19.44,78072.0
5864,CA-2017-101525,01/05/2017,04/05/2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,78073.0
5865,US-2015-117968,05/08/2015,07/08/2015,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450.0,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,12315.0
5866,US-2015-117968,05/08/2015,07/08/2015,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,12316.0
5867,US-2015-117968,05/08/2015,07/08/2015,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450.0,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1133.35,12317.0
5868,CA-2017-158211,04/01/2017,08/01/2017,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672,25011.0
5869,CA-2017-158211,04/01/2017,08/01/2017,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.58,25012.0
5870,CA-2017-152247,07/11/2017,12/11/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,82001.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,87871.0
5871,CA-2017-128223,14/06/2017,14/06/2017,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,98675.0
5872,CA-2017-154235,24/09/2017,28/09/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bloomington,Indiana,47401.0,Central,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,53273.0
5873,CA-2018-129910,30/03/2018,03/04/2018,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,37780.0
5874,CA-2018-133095,04/06/2018,04/06/2018,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401.0,South,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.08,78275.0
5875,CA-2018-133095,04/06/2018,04/06/2018,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401.0,South,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,9.54,78276.0
5876,CA-2016-130554,07/04/2016,09/04/2016,First Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736,25016.0
5877,CA-2015-152443,21/05/2015,26/05/2015,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7718.0
5878,CA-2015-152443,21/05/2015,26/05/2015,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,7719.0
5879,CA-2015-152443,21/05/2015,26/05/2015,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,7720.0
5880,CA-2017-133319,05/09/2017,11/09/2017,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,15891.0
5881,CA-2017-133935,18/09/2017,22/09/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,97986.0
5882,CA-2017-133935,18/09/2017,22/09/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105.0,West,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,368.91,97987.0
5883,CA-2017-133935,18/09/2017,22/09/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105.0,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885.528,97988.0
5884,CA-2017-136301,13/03/2017,15/03/2017,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109.0,West,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,99993.0
5885,CA-2017-136301,13/03/2017,15/03/2017,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,99994.0
5886,US-2015-109456,16/10/2015,17/10/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110.0,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352,99996.0
5887,US-2015-109456,16/10/2015,17/10/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,99997.0
5888,CA-2018-151596,08/10/2018,11/10/2018,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920.0,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,8808.0
5889,CA-2016-147879,07/05/2016,12/05/2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,42301.0,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68,48190.0
5890,CA-2017-166625,14/04/2017,17/04/2017,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,27105.0
5891,CA-2017-146157,21/11/2017,26/11/2017,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,38.432,66501.0
5892,CA-2017-146157,21/11/2017,26/11/2017,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",21.568,66502.0
5893,CA-2017-146157,21/11/2017,26/11/2017,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.576,66503.0
5894,CA-2018-159954,10/09/2018,14/09/2018,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,36212.0
